"IN","TIME","ROAD","LI","CONTRI","LEN","FS","JF","CF","SP","DE","TT"
888,776.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.7096872771428528,-1.3772527371134928,51.99,+,-0.3917521349042727
889,786.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.7096872771428528,-1.3772527371134928,51.99,+,-0.3917521349042727
890,796.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.12249085112527407,0.6563593044300865,47.36,+,0.05486624095816818
891,806.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.3375180160349072,-0.5209950354109326,49.92,+,-0.20231589739358755
892,816.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.4422948790044465,53.89,+,-0.5528214114267055
893,826.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.5209950354109326,52.85,+,-0.4660918256690264
894,836.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.0561560989750327,52.38,+,-0.4257668159958869
895,846.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.2702205244006728,52.2,+,-0.41013088964793837
896,855.9333333333333,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.09,+,-0.40052240428802566
897,866.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.09,+,-0.40052240428802566
898,876.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.09,+,-0.40052240428802566
899,886.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.09,+,-0.40052240428802566
900,896.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.09,+,-0.40052240428802566
901,906.9333333333333,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.09,+,-0.40052240428802566
902,916.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.09,+,-0.40052240428802566
903,926.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.09,+,-0.40052240428802566
904,936.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.09,+,-0.40052240428802566
905,946.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.09,+,-0.40052240428802566
906,956.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.09,+,-0.40052240428802566
907,966.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.09,+,-0.40052240428802566
908,976.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.09,+,-0.40052240428802566
909,986.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.6129743387931895,-1.3772527371134928,51.45,+,-0.34380356359468517
910,996.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.5684161665370409,-1.3772527371134928,51.2,+,-0.32126263638127506
911,1006.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.12119824086598636,52.72,+,-0.45501003181356015
912,1016.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.6710659387259906,-0.7350594608365727,51.77,+,-0.37233827879379744
913,1025.95,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.6053139080328201,-1.0561560989750327,51.41,+,-0.3402117472995619
914,1036.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.0844881552813666,62.85,+,-1.181142522762431
915,1046.9166666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.30693060998529254,56.32,+,-0.7429828927921655
916,1056.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.9491238862622127,53.39,+,-0.5115462283823676
917,1066.9166666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.6196492188454656,63.92,+,-1.2444024717538003
918,1076.9333333333334,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.2282304535788064,55.01,+,-0.6425550549629948
919,1086.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.6733640679541014,0.2282304535788064,51.78,+,-0.3732243056725369
920,1096.9166666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.7633915171429065,55.8,+,-0.7036827972126559
921,1106.9166666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.6196492188454656,56.29,+,-0.740735316367876
922,1116.9166666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.09286618455965369,53.1,+,-0.48725045858443194
923,1126.9166666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.8704237298557266,58.99,+,-0.9338615306319826
924,1136.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.7633915171429065,58.97,+,-0.9324959807163405
925,1146.9166666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.22124657101103587,1.5126170061326456,46.82,+,0.11270750359900478
926,1156.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.1915203679941855,65.29,+,-1.3223718803868498
927,1166.9166666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.30693060998529254,56.86,+,-0.7830337085610511
928,1176.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.9491238862622127,53.08,+,-0.48556510251875185
929,1186.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.7633915171429065,53.81,+,-0.5462689281775337
930,1195.9333333333334,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.7266814315582857,67.13,+,-1.4220825459728192
931,1206.9166666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.2985525807070055,57.14,+,-0.803502775581268
932,1216.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.19989839727247252,53.2,+,-0.4956582311376588
933,1226.9166666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.6191665203244882,0.6563593044300865,51.48,+,-0.34649376283320854
934,1236.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.7633915171429065,52.51,+,-0.43699276197413217
935,1246.9333333333334,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.5493270917172665,55.39,+,-0.6721759170813646
936,1256.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.16334648184724399,-0.19989839727247252,47.14,+,0.07827123403260634
937,1266.9166666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.33526266629162643,53.08,+,-0.48556510251875185
938,1276.95,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,2.6475603405120305,0.33526266629162643,31.35,+,2.6159819565156304
939,1286.9166666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.5565180906232025,0.2282304535788064,44.95,+,0.3237488792638581
940,1296.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.7325164873426889,1.5126170061326456,43.98,+,0.4402885860869595
941,1306.95,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,1.0573825885053536,1.7266814315582857,42.17,+,0.6720850769052737
942,1316.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.47570054610130547,0.2282304535788064,45.4,+,0.27137508077764294
943,1326.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.11872447266809244,-0.6280272481237527,47.39,+,0.05169148782595086
944,1336.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.9774559425685466,57.71,+,-0.8445582101394437
945,1346.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,1.0569357300443323,1.2985525807070055,42.17,+,0.6720850769052737
946,1356.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.3796259769816728,-0.19989839727247252,45.94,+,0.2098808994466337
947,1366.9833333333333,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.4055847934198256,53.38,+,-0.5107128377438296
948,1376.916666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.9774559425685466,57.64,+,-0.8395600507488581
949,1386.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.4139628226981126,52.33,+,-0.42143429292985757
950,1396.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.12389526343134177,0.2282304535788064,47.36,+,0.05486624095816818
951,1406.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.06005834042826356,-0.6280272481237527,47.71,+,0.01807588056724913
952,1416.9333333333334,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.03133172507687843,-1.0561560989750327,47.87,+,0.0014366114217532761
953,1426.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.02245839277945055,-1.2702205244006728,47.92,+,-0.00374037320713226
954,1436.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.5600535296236377,0.4422948790044465,51.15,+,-0.31672800996825473
955,1446.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.6563593044300865,58.7,+,-0.9139699814221346
956,1456.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.12119824086598636,52.35,+,-0.423168295284766
957,1466.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.6196492188454656,58.96,+,-0.9318128583492805
958,1476.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.09286618455965369,52.92,+,-0.47203639396430747
959,1486.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.389608945205419,-0.8420916735493927,50.21,+,-0.2297961238874566
960,1496.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.17052062545885474,-1.1631883116878527,48.99,+,-0.11199504231414387
961,1506.916666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.5126170061326456,59.64,+,-0.9777433306332386
962,1516.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.0844881552813666,53.86,+,-0.550366511289977
963,1526.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.2282304535788064,53.38,+,-0.5107128377438296
964,1535.9333333333334,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.27406411456984753,-0.30693060998529254,49.57,+,-0.16872190211766283
965,1546.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.351242954480569,0.9774559425685466,50.0,+,-0.20992848868879913
966,1556.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.4422948790044465,53.01,+,-0.4796563414395814
967,1566.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.04961349329102469,-0.5209950354109326,48.32,+,-0.04477054774102251
968,1576.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.12119824086598636,55.69,+,-0.6952752681667634
969,1586.9333333333334,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,1.2375942221430434,0.33526266629162643,41.17,+,0.8088902878308593
970,1597.033333333333,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,1.056105850045292,-0.6280272481237527,42.18,+,0.6707497828005325
971,1606.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.9746499362933643,-1.0561560989750327,42.63,+,0.6113099315721543
972,1616.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.24220948999131156,0.4422948790044465,49.39,+,-0.15125959315104942
973,1626.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.4837439983996933,1.6196492188454656,45.36,+,0.27598844985848797
974,1636.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.6196492188454656,60.09,+,-1.0075669112093828
975,1646.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.014166028153166343,53.58,+,-0.5273215447955547
976,1656.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.5126170061326456,53.46,+,-0.5173712329838704
977,1666.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.3042345709150376,0.4422948790044465,46.35,+,0.16414784214129313
978,1676.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.5378777091063035,-0.6280272481237527,45.06,+,0.31084979411121294
979,1686.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.5440698906376021,-1.0561560989750327,45.02,+,0.3155330773195767
980,1696.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.44710160459592646,-1.2702205244006728,45.56,+,0.25300261181301026
981,1707.0,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.20509582949125718,-1.3772527371134928,46.91,+,0.10297481618811329
982,1716.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,1.5823136063596654,0.6563593044300865,39.26,+,1.089555969757452
983,1726.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,3.9026580836755502,1.4055847934198256,21.28,+,6.201132607507465
984,1736.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,1.7998698399541557,0.12119824086598636,38.05,+,1.2819393370703782
985,1746.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,2.022213842773877,1.5126170061326456,36.37,+,1.5702750438031796
986,1756.916666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.8490827087463096,-0.09286618455965369,43.33,+,0.5213019285273529
987,1766.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.0844881552813666,52.74,+,-0.45671847907373847
988,1776.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.4747035635685221,-0.30693060998529254,50.68,+,-0.27366516466323476
989,1786.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.30789768376147897,-0.9491238862622127,49.75,+,-0.18605785065758237
990,1796.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.7362190288768674,0.8704237298557266,43.96,+,0.4427455806470071
991,1807.05,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.23567371560973152,-0.4139628226981126,46.74,+,0.12139024721988696
992,1816.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.010967746638896473,-0.9491238862622127,47.98,+,-0.009938512119629563
993,1826.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.18909717005275048,-1.2702205244006728,49.09,+,-0.12187116864249427
994,1836.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.4422948790044465,56.49,+,-0.7556740670867053
995,1846.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.6280272481237527,52.91,+,-0.4711881329431513
996,1856.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.4055847934198256,59.65,+,-0.9784109655244816
997,1866.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.4422948790044465,57.0,+,-0.7932933795218863
998,1876.9833333333331,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.5209950354109326,53.14,+,-0.49061736486845
999,1886.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.47270021072016083,0.9774559425685466,45.42,+,0.269071443376638
1000,1896.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.08108509633154223,-0.4139628226981126,48.49,+,-0.062003390276745424
1001,1906.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.4493997338240373,0.8704237298557266,45.55,+,0.254147109742476
1002,1916.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.19075693005083055,-0.4139628226981126,49.1,+,-0.1228565687012026
1003,1926.9333333333332,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.4781507574106884,-0.9491238862622127,50.7,+,-0.2755138906167801
1004,1936.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.9491238862622127,52.43,+,-0.43009107561910326
1005,1946.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.08904030347166111,0.9774559425685466,47.55,+,0.03482712796987735
1006,1956.916666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.35251969294063057,-0.30693060998529254,50.0,+,-0.20992848868879913
1007,1966.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.5507333388651883,-0.9491238862622127,51.1,+,-0.312184509530943
1008,1976.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.6397220095314793,-1.1631883116878527,51.6,+,-0.3572232784008082
1009,1986.916666666667,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.6796839233314063,-1.3772527371134928,51.82,+,-0.37676499355461124
1010,1996.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.6976220986952711,-1.3772527371134928,51.92,+,-0.3855928449863259
1011,2006.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.18245813006043038,0.5493270917172665,49.06,+,-0.11891255819308945
1012,2016.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.8704237298557266,62.29,+,-1.1471681441604462
1013,2026.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.19989839727247252,53.22,+,-0.4973359940936007
1014,2036.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.8420916735493927,52.55,+,-0.4404357250149902
1015,2047.0,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,1.2168472221670428,0.4422948790044465,41.29,+,0.7921237804593941
1016,2056.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,0.15377094339678232,-0.5209950354109326,47.19,+,0.07293275480932554
1017,2066.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.32347389297423,-1.0561560989750327,49.84,+,-0.1946788676030467
1018,2076.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,1.5126170061326456,62.96,+,-1.1877450437718855
1019,2086.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.09286618455965369,57.56,+,-0.8338329827764447
1020,2096.933333333333,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.8420916735493927,54.5,+,-0.6021515411099965
1021,2106.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.1631883116878527,53.12,+,-0.48893454555668897
1022,2116.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.2702205244006728,52.81,+,-0.4626878539733391
1023,2126.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.37,+,-0.42490097321549714
1024,2136.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.6563593044300865,61.94,+,-1.1256221955091832
1025,2146.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,1.8458324245163722,0.6563593044300865,37.78,+,1.326549546026762
1026,2156.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,0.5493270917172665,54.94,+,-0.6370538877235401
1027,2166.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-0.5209950354109326,53.32,+,-0.5057059293201716
1028,2176.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.0561560989750327,52.59,+,-0.44387345061444755
1029,2186.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.2702205244006728,52.31,+,-0.4196989646316483
1030,2196.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.14,+,-0.4048949235176118
1031,2206.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.14,+,-0.4048949235176118
1032,2217.0,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.14,+,-0.4048949235176118
1033,2226.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.14,+,-0.4048949235176118
1034,2236.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.14,+,-0.4048949235176118
1035,2246.9,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.14,+,-0.4048949235176118
1036,2256.9166666666665,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.14,+,-0.4048949235176118
1037,2266.933333333333,Eastern Express Highway,502-03126,Pokharan No 1 Road/Hutatma Maruti Kumar Path,0.42641,52,-0.712176917139973,-1.3772527371134928,52.14,+,-0.4048949235176118
